LOT_NO,feature,mean_abs_shap
HZD10,솔트조_온도_2_Zone_std,5.596555396914482e-07
HZD11,소입로_온도_1_Zone_mean,1.4431631565093994e-05
HZD11,소입로_온도_4_Zone_max,8.828445672988891e-06
HZD11,소입로_온도_4_Zone_range,7.704187035560607e-06
HZD11,솔트조_온도_1_Zone_min,5.063878297805786e-06
HZD11,소입로_온도_2_Zone_max,3.4285029768943788e-06
HZD11,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZD11,솔트조_온도_1_Zone_mean,2.4073214828968046e-06
HZD11,세정기_std,2.0983535051345824e-06
HZD11,건조로_온도_2_Zone_max,9.743168950080872e-07
HZD11,솔트조_온도_2_Zone_std,2.2105216979980468e-07
HZD12,소입로_온도_1_Zone_mean,1.2891098260879516e-05
HZD12,소입로_온도_4_Zone_max,8.828445672988891e-06
HZD12,소입로_온도_2_Zone_max,8.037737011909485e-06
HZD12,소입로_온도_4_Zone_range,7.704187035560607e-06
HZD12,세정기_std,7.123792171478271e-06
HZD12,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZD12,솔트조_온도_1_Zone_mean,2.4073214828968046e-06
HZD12,솔트조_온도_2_Zone_std,2.052471935749054e-06
HZD12,솔트조_온도_1_Zone_min,1.65690079331398e-06
HZD12,건조로_온도_2_Zone_max,9.743168950080872e-07
HZD13,소입로_온도_1_Zone_mean,1.3828240633010864e-05
HZD13,소입로_온도_2_Zone_max,1.0493232011795045e-05
HZD13,건조로_온도_2_Zone_max,8.568967580795288e-06
HZD13,소입로_온도_4_Zone_range,7.675678133964539e-06
HZD13,세정기_std,7.123792171478271e-06
HZD13,솔트조_온도_1_Zone_mean,2.5776857137680053e-06
HZD13,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZD13,솔트조_온도_2_Zone_std,2.052471935749054e-06
HZD13,솔트조_온도_1_Zone_min,1.65690079331398e-06
HZD13,소입로_온도_4_Zone_max,1.0223627090454102e-07
HZD14,소입로_온도_4_Zone_max,8.828445672988891e-06
HZD14,소입로_온도_1_Zone_mean,7.574865818023682e-06
HZD14,세정기_std,5.695531368255615e-06
HZD14,건조로_온도_2_Zone_max,3.897268176078797e-06
HZD14,소입로_온도_4_Zone_range,3.7584948539733886e-06
HZD14,소입로_온도_2_Zone_max,3.4285029768943788e-06
HZD14,솔트_컨베이어_온도_2_Zone_std,2.9586338996887206e-06
HZD14,솔트조_온도_1_Zone_min,1.9050543010234833e-06
HZD14,솔트조_온도_1_Zone_mean,1.4814287424087525e-06
HZD14,솔트조_온도_2_Zone_std,1.1982835829257966e-06
HZD15,소입로_온도_4_Zone_range,1.5990997552871705e-05
HZD15,소입로_온도_2_Zone_max,1.1192779541015625e-05
HZD15,소입로_온도_4_Zone_max,9.231452941894532e-06
HZD15,솔트조_온도_2_Zone_std,7.767922282218933e-06
HZD15,세정기_std,7.123792171478271e-06
HZD15,소입로_온도_1_Zone_mean,5.6179195642471315e-06
HZD15,건조로_온도_2_Zone_max,3.897268176078797e-06
HZD15,솔트_컨베이어_온도_2_Zone_std,2.9586338996887206e-06
HZD15,솔트조_온도_1_Zone_min,1.65690079331398e-06
HZD15,솔트조_온도_1_Zone_mean,1.4814287424087525e-06
HZD16,소입로_온도_4_Zone_max,1.23172926902771e-05
HZD16,솔트_컨베이어_온도_2_Zone_std,1.1834533214569092e-05
HZD16,소입로_온도_4_Zone_range,1.116085410118103e-05
HZD16,솔트조_온도_2_Zone_std,5.0296264886856076e-06
HZD16,소입로_온도_2_Zone_max,3.6570703983306885e-06
HZD16,솔트조_온도_1_Zone_min,1.8315698206424713e-06
HZD16,건조로_온도_2_Zone_max,1.221221685409546e-06
HZD16,세정기_std,9.981462359428406e-07
HZD16,소입로_온도_1_Zone_mean,8.931803703308105e-07
HZD16,솔트조_온도_1_Zone_mean,8.024404942989349e-07
HZD17,소입로_온도_1_Zone_mean,4.5499796867370605e-05
HZD17,소입로_온도_4_Zone_range,1.697861671447754e-05
HZD17,소입로_온도_4_Zone_max,1.200636625289917e-05
HZD17,솔트_컨베이어_온도_2_Zone_std,1.0143885612487793e-05
HZD17,건조로_온도_2_Zone_max,4.884887337684631e-06
HZD17,소입로_온도_2_Zone_max,2.0779705047607423e-06
HZD17,솔트조_온도_1_Zone_min,2.0350778102874758e-06
HZD17,세정기_std,1.4325207471847534e-06
HZD17,솔트조_온도_2_Zone_std,8.078090846538544e-07
HZD17,솔트조_온도_1_Zone_mean,4.938095062971115e-07
HZE01,소입로_온도_1_Zone_mean,2.8487749099731444e-05
HZE01,솔트_컨베이어_온도_2_Zone_std,1.1834533214569092e-05
HZE01,소입로_온도_4_Zone_range,1.1228809356689453e-05
HZE01,건조로_온도_2_Zone_max,3.1199848651885985e-06
HZE01,소입로_온도_2_Zone_max,2.9614096879959107e-06
HZE01,솔트조_온도_1_Zone_mean,2.0814073085784912e-06
HZE01,소입로_온도_4_Zone_max,1.980932950973511e-06
HZE01,솔트조_온도_1_Zone_min,1.8315698206424713e-06
HZE01,솔트조_온도_2_Zone_std,1.6433188319206238e-06
HZE01,세정기_std,9.981462359428406e-07
HZE02,소입로_온도_1_Zone_mean,3.359283447265625e-05
HZE02,솔트_컨베이어_온도_2_Zone_std,1.1834533214569092e-05
HZE02,소입로_온도_4_Zone_range,1.1228809356689453e-05
HZE02,건조로_온도_2_Zone_max,3.1199848651885985e-06
HZE02,소입로_온도_2_Zone_max,2.776321768760681e-06
HZE02,솔트조_온도_1_Zone_mean,2.0814073085784912e-06
HZE02,솔트조_온도_1_Zone_min,1.8315698206424713e-06
HZE02,소입로_온도_4_Zone_max,1.529914289712906e-06
HZE02,세정기_std,9.981462359428406e-07
HZE02,솔트조_온도_2_Zone_std,5.596555396914482e-07
HZE03,솔트_컨베이어_온도_2_Zone_std,1.1834533214569092e-05
HZE03,소입로_온도_4_Zone_range,1.1228809356689453e-05
HZE03,소입로_온도_2_Zone_max,5.883996486663818e-06
HZE03,건조로_온도_2_Zone_max,3.1199848651885985e-06
HZE03,소입로_온도_1_Zone_mean,2.1463191509246825e-06
HZE03,솔트조_온도_1_Zone_mean,2.0814073085784912e-06
HZE03,솔트조_온도_1_Zone_min,2.0350778102874758e-06
HZE03,솔트조_온도_2_Zone_std,1.467479169368744e-06
HZE03,세정기_std,1.4325207471847534e-06
HZE03,소입로_온도_4_Zone_max,1.0223627090454102e-07
HZE04,소입로_온도_1_Zone_mean,1.4758853912353516e-05
HZE04,건조로_온도_2_Zone_max,1.2479939460754394e-05
HZE04,소입로_온도_2_Zone_max,8.037737011909485e-06
HZE04,솔트조_온도_1_Zone_min,4.06865268945694e-06
HZE04,세정기_std,2.624554932117462e-06
HZE04,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZE04,소입로_온도_4_Zone_range,2.278134524822235e-06
HZE04,소입로_온도_4_Zone_max,1.7322805523872375e-06
HZE04,솔트조_온도_2_Zone_std,1.075240671634674e-06
HZE04,솔트조_온도_1_Zone_mean,8.592285960912705e-07
HZE05,소입로_온도_1_Zone_mean,3.2281951904296873e-05
HZE05,건조로_온도_2_Zone_max,1.2479939460754394e-05
HZE05,솔트_컨베이어_온도_2_Zone_std,1.1834533214569092e-05
HZE05,소입로_온도_4_Zone_range,8.14973533153534e-06
HZE05,소입로_온도_2_Zone_max,4.087204337120056e-06
HZE05,솔트조_온도_2_Zone_std,2.0621109008789062e-06
HZE05,솔트조_온도_1_Zone_min,1.8315698206424713e-06
HZE05,소입로_온도_4_Zone_max,1.529914289712906e-06
HZE05,세정기_std,9.981462359428406e-07
HZE05,솔트조_온도_1_Zone_mean,8.592285960912705e-07
HZE06,소입로_온도_4_Zone_range,2.3393356800079344e-05
HZE06,소입로_온도_1_Zone_mean,1.4645205736160279e-05
HZE06,소입로_온도_4_Zone_max,1.1658411026000976e-05
HZE06,솔트_컨베이어_온도_2_Zone_std,1.0143885612487793e-05
HZE06,솔트조_온도_2_Zone_std,5.277779698371887e-06
HZE06,소입로_온도_2_Zone_max,3.6570703983306885e-06
HZE06,솔트조_온도_1_Zone_min,2.0350778102874758e-06
HZE06,세정기_std,1.4325207471847534e-06
HZE06,건조로_온도_2_Zone_max,1.221221685409546e-06
HZE06,솔트조_온도_1_Zone_mean,8.024404942989349e-07
HZE07,소입로_온도_1_Zone_mean,1.7643359899520874e-05
HZE07,소입로_온도_4_Zone_range,1.1228809356689453e-05
HZE07,소입로_온도_2_Zone_max,5.883996486663818e-06
HZE07,솔트조_온도_1_Zone_min,5.626532435417175e-06
HZE07,세정기_std,3.893754482269287e-06
HZE07,건조로_온도_2_Zone_max,3.1199848651885985e-06
HZE07,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZE07,솔트조_온도_1_Zone_mean,2.0814073085784912e-06
HZE07,솔트조_온도_2_Zone_std,1.2715685367584227e-06
HZE07,소입로_온도_4_Zone_max,1.0223627090454102e-07
HZE08,소입로_온도_1_Zone_mean,1.7305066585540773e-05
HZE08,소입로_온도_4_Zone_range,1.1228809356689453e-05
HZE08,소입로_온도_2_Zone_max,1.0493232011795045e-05
HZE08,솔트조_온도_1_Zone_min,5.626532435417175e-06
HZE08,세정기_std,3.893754482269287e-06
HZE08,건조로_온도_2_Zone_max,3.1199848651885985e-06
HZE08,솔트조_온도_2_Zone_std,2.999373376369476e-06
HZE08,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZE08,솔트조_온도_1_Zone_mean,2.0814073085784912e-06
HZE08,소입로_온도_4_Zone_max,1.0223627090454102e-07
HZE09,소입로_온도_4_Zone_range,2.3393356800079344e-05
HZE09,소입로_온도_4_Zone_max,1.514725923538208e-05
HZE09,솔트_컨베이어_온도_2_Zone_std,1.0143885612487793e-05
HZE09,소입로_온도_1_Zone_mean,9.861788153648376e-06
HZE09,소입로_온도_2_Zone_max,8.037737011909485e-06
HZE09,솔트조_온도_2_Zone_std,3.0516162514686586e-06
HZE09,솔트조_온도_1_Zone_min,1.8315698206424713e-06
HZE09,건조로_온도_2_Zone_max,1.221221685409546e-06
HZE09,세정기_std,9.981462359428406e-07
HZE09,솔트조_온도_1_Zone_mean,8.024404942989349e-07
HZE11,소입로_온도_1_Zone_mean,4.185771942138672e-05
HZE11,소입로_온도_4_Zone_range,1.1228809356689453e-05
HZE11,솔트_컨베이어_온도_2_Zone_std,1.0143885612487793e-05
HZE11,건조로_온도_2_Zone_max,3.1199848651885985e-06
HZE11,소입로_온도_2_Zone_max,2.776321768760681e-06
HZE11,세정기_std,2.709254026412964e-06
HZE11,솔트조_온도_1_Zone_mean,2.0814073085784912e-06
HZE11,소입로_온도_4_Zone_max,1.529914289712906e-06
HZE11,솔트조_온도_1_Zone_min,1.0673321038484573e-06
HZE11,솔트조_온도_2_Zone_std,7.784949988126755e-07
HZE12,소입로_온도_1_Zone_mean,1.4431631565093994e-05
HZE12,소입로_온도_4_Zone_range,1.1228809356689453e-05
HZE12,소입로_온도_4_Zone_max,7.603881955146789e-06
HZE12,솔트조_온도_1_Zone_min,5.063878297805786e-06
HZE12,소입로_온도_2_Zone_max,3.4285029768943788e-06
HZE12,건조로_온도_2_Zone_max,3.1199848651885985e-06
HZE12,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZE12,세정기_std,2.0983535051345824e-06
HZE12,솔트조_온도_1_Zone_mean,2.0814073085784912e-06
HZE12,솔트조_온도_2_Zone_std,2.2105216979980468e-07
HZE13,소입로_온도_1_Zone_mean,1.5030481815338134e-05
HZE13,소입로_온도_4_Zone_range,1.1228809356689453e-05
HZE13,소입로_온도_2_Zone_max,1.0493232011795045e-05
HZE13,솔트조_온도_1_Zone_min,5.063878297805786e-06
HZE13,솔트조_온도_2_Zone_std,4.0498897433280945e-06
HZE13,건조로_온도_2_Zone_max,3.1199848651885985e-06
HZE13,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZE13,세정기_std,2.0983535051345824e-06
HZE13,솔트조_온도_1_Zone_mean,2.0814073085784912e-06
HZE13,소입로_온도_4_Zone_max,1.0223627090454102e-07
HZE14,소입로_온도_1_Zone_mean,3.947695732116699e-05
HZE14,소입로_온도_4_Zone_range,2.3393356800079344e-05
HZE14,솔트_컨베이어_온도_2_Zone_std,1.0143885612487793e-05
HZE14,소입로_온도_4_Zone_max,9.524309635162354e-06
HZE14,소입로_온도_2_Zone_max,2.9614096879959107e-06
HZE14,솔트조_온도_1_Zone_min,1.8315698206424713e-06
HZE14,솔트조_온도_2_Zone_std,1.6433188319206238e-06
HZE14,건조로_온도_2_Zone_max,1.221221685409546e-06
HZE14,세정기_std,9.981462359428406e-07
HZE14,솔트조_온도_1_Zone_mean,8.024404942989349e-07
HZE15,소입로_온도_1_Zone_mean,4.45820426940918e-05
HZE15,소입로_온도_4_Zone_range,1.1228809356689453e-05
HZE15,솔트_컨베이어_온도_2_Zone_std,1.0143885612487793e-05
HZE15,건조로_온도_2_Zone_max,3.1199848651885985e-06
HZE15,소입로_온도_2_Zone_max,2.776321768760681e-06
HZE15,솔트조_온도_1_Zone_mean,2.0814073085784912e-06
HZE15,솔트조_온도_1_Zone_min,1.8315698206424713e-06
HZE15,소입로_온도_4_Zone_max,1.529914289712906e-06
HZE15,세정기_std,9.981462359428406e-07
HZE15,솔트조_온도_2_Zone_std,5.596555396914482e-07
HZF01,소입로_온도_1_Zone_mean,1.4758853912353516e-05
HZF01,소입로_온도_2_Zone_max,8.037737011909485e-06
HZF01,소입로_온도_4_Zone_range,5.35720944404602e-06
HZF01,솔트조_온도_1_Zone_min,4.06865268945694e-06
HZF01,건조로_온도_2_Zone_max,3.1199848651885985e-06
HZF01,세정기_std,2.624554932117462e-06
HZF01,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZF01,솔트조_온도_1_Zone_mean,2.0814073085784912e-06
HZF01,소입로_온도_4_Zone_max,1.7322805523872375e-06
HZF01,솔트조_온도_2_Zone_std,1.075240671634674e-06
HZF02,소입로_온도_4_Zone_range,2.3393356800079344e-05
HZF02,소입로_온도_1_Zone_mean,1.1597256660461426e-05
HZF02,소입로_온도_2_Zone_max,1.1192779541015625e-05
HZF02,세정기_std,1.0844486951828003e-05
HZF02,소입로_온도_4_Zone_max,9.231452941894532e-06
HZF02,솔트조_온도_2_Zone_std,8.029862642288208e-06
HZF02,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZF02,솔트조_온도_1_Zone_min,1.8410010635852813e-06
HZF02,건조로_온도_2_Zone_max,1.221221685409546e-06
HZF02,솔트조_온도_1_Zone_mean,8.024404942989349e-07
HZF03,건조로_온도_2_Zone_max,1.2479939460754394e-05
HZF03,솔트_컨베이어_온도_2_Zone_std,1.0143885612487793e-05
HZF03,소입로_온도_1_Zone_mean,8.586353063583375e-06
HZF03,소입로_온도_4_Zone_range,8.14973533153534e-06
HZF03,소입로_온도_2_Zone_max,5.883996486663818e-06
HZF03,솔트조_온도_1_Zone_min,1.8315698206424713e-06
HZF03,솔트조_온도_2_Zone_std,1.2193256616592408e-06
HZF03,세정기_std,9.981462359428406e-07
HZF03,솔트조_온도_1_Zone_mean,8.592285960912705e-07
HZF03,소입로_온도_4_Zone_max,1.0223627090454102e-07
HZF04,소입로_온도_1_Zone_mean,4.327116012573242e-05
HZF04,소입로_온도_4_Zone_range,1.1228809356689453e-05
HZF04,솔트_컨베이어_온도_2_Zone_std,1.0143885612487793e-05
HZF04,소입로_온도_2_Zone_max,4.087204337120056e-06
HZF04,건조로_온도_2_Zone_max,3.1199848651885985e-06
HZF04,솔트조_온도_1_Zone_mean,2.0814073085784912e-06
HZF04,솔트조_온도_2_Zone_std,2.0621109008789062e-06
HZF04,솔트조_온도_1_Zone_min,1.8315698206424713e-06
HZF04,소입로_온도_4_Zone_max,1.529914289712906e-06
HZF04,세정기_std,9.981462359428406e-07
HZF05,건조로_온도_2_Zone_max,1.2479939460754394e-05
HZF05,소입로_온도_2_Zone_max,1.0493232011795045e-05
HZF05,솔트_컨베이어_온도_2_Zone_std,1.0143885612487793e-05
HZF05,소입로_온도_1_Zone_mean,8.924645781517028e-06
HZF05,소입로_온도_4_Zone_range,8.14973533153534e-06
HZF05,솔트조_온도_2_Zone_std,3.0516162514686586e-06
HZF05,솔트조_온도_1_Zone_min,1.8315698206424713e-06
HZF05,세정기_std,9.981462359428406e-07
HZF05,솔트조_온도_1_Zone_mean,8.592285960912705e-07
HZF05,소입로_온도_4_Zone_max,1.0223627090454102e-07
HZF06,소입로_온도_1_Zone_mean,3.947695732116699e-05
HZF06,소입로_온도_4_Zone_range,1.1228809356689453e-05
HZF06,솔트_컨베이어_온도_2_Zone_std,1.0143885612487793e-05
HZF06,건조로_온도_2_Zone_max,3.1199848651885985e-06
HZF06,소입로_온도_2_Zone_max,2.9614096879959107e-06
HZF06,솔트조_온도_1_Zone_mean,2.0814073085784912e-06
HZF06,소입로_온도_4_Zone_max,1.980932950973511e-06
HZF06,솔트조_온도_1_Zone_min,1.8315698206424713e-06
HZF06,솔트조_온도_2_Zone_std,1.6433188319206238e-06
HZF06,세정기_std,9.981462359428406e-07
HZF10,소입로_온도_1_Zone_mean,1.6325918436050415e-05
HZF10,소입로_온도_4_Zone_range,1.1228809356689453e-05
HZF10,소입로_온도_2_Zone_max,6.276262998580933e-06
HZF10,솔트조_온도_1_Zone_min,5.626532435417175e-06
HZF10,솔트조_온도_2_Zone_std,5.08186936378479e-06
HZF10,세정기_std,3.893754482269287e-06
HZF10,건조로_온도_2_Zone_max,3.1199848651885985e-06
HZF10,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZF10,솔트조_온도_1_Zone_mean,2.0814073085784912e-06
HZF10,소입로_온도_4_Zone_max,1.6880759596824645e-06
HZF11,소입로_온도_1_Zone_mean,1.3135529756546021e-05
HZF11,소입로_온도_4_Zone_range,1.1228809356689453e-05
HZF11,솔트_컨베이어_온도_2_Zone_std,1.0143885612487793e-05
HZF11,소입로_온도_2_Zone_max,5.883996486663818e-06
HZF11,건조로_온도_2_Zone_max,3.1199848651885985e-06
HZF11,솔트조_온도_1_Zone_mean,2.0814073085784912e-06
HZF11,솔트조_온도_1_Zone_min,2.0350778102874758e-06
HZF11,솔트조_온도_2_Zone_std,1.467479169368744e-06
HZF11,세정기_std,1.4325207471847534e-06
HZF11,소입로_온도_4_Zone_max,1.0223627090454102e-07
HZF12,소입로_온도_4_Zone_range,1.1228809356689453e-05
HZF12,솔트_컨베이어_온도_2_Zone_std,1.0143885612487793e-05
HZF12,소입로_온도_1_Zone_mean,8.586353063583375e-06
HZF12,소입로_온도_2_Zone_max,5.883996486663818e-06
HZF12,건조로_온도_2_Zone_max,3.1199848651885985e-06
HZF12,솔트조_온도_1_Zone_mean,2.0814073085784912e-06
HZF12,솔트조_온도_1_Zone_min,1.8315698206424713e-06
HZF12,솔트조_온도_2_Zone_std,1.2193256616592408e-06
HZF12,세정기_std,9.981462359428406e-07
HZF12,소입로_온도_4_Zone_max,1.0223627090454102e-07
HZF13,소입로_온도_4_Zone_range,2.3393356800079344e-05
HZF13,솔트_컨베이어_온도_2_Zone_std,1.0143885612487793e-05
HZF13,소입로_온도_1_Zone_mean,8.586353063583375e-06
HZF13,소입로_온도_4_Zone_max,7.645612955093383e-06
HZF13,소입로_온도_2_Zone_max,5.883996486663818e-06
HZF13,솔트조_온도_1_Zone_min,1.8315698206424713e-06
HZF13,건조로_온도_2_Zone_max,1.221221685409546e-06
HZF13,솔트조_온도_2_Zone_std,1.2193256616592408e-06
HZF13,세정기_std,9.981462359428406e-07
HZF13,솔트조_온도_1_Zone_mean,8.024404942989349e-07
HZF14,소입로_온도_4_Zone_range,2.3393356800079344e-05
HZF14,소입로_온도_4_Zone_max,1.514725923538208e-05
HZF14,소입로_온도_1_Zone_mean,1.4093339443206787e-05
HZF14,소입로_온도_2_Zone_max,8.037737011909485e-06
HZF14,솔트조_온도_1_Zone_min,5.063878297805786e-06
HZF14,솔트조_온도_2_Zone_std,4.0498897433280945e-06
HZF14,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZF14,세정기_std,2.0983535051345824e-06
HZF14,건조로_온도_2_Zone_max,1.221221685409546e-06
HZF14,솔트조_온도_1_Zone_mean,8.024404942989349e-07
HZF15,소입로_온도_1_Zone_mean,1.6706217527389526e-05
HZF15,소입로_온도_4_Zone_range,1.1228809356689453e-05
HZF15,소입로_온도_4_Zone_max,7.603881955146789e-06
HZF15,솔트조_온도_1_Zone_min,5.626532435417175e-06
HZF15,세정기_std,3.893754482269287e-06
HZF15,소입로_온도_2_Zone_max,3.4285029768943788e-06
HZF15,건조로_온도_2_Zone_max,3.1199848651885985e-06
HZF15,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZF15,솔트조_온도_1_Zone_mean,2.0814073085784912e-06
HZF15,솔트조_온도_2_Zone_std,1.2715685367584227e-06
HZF16,소입로_온도_1_Zone_mean,1.4093339443206787e-05
HZF16,소입로_온도_4_Zone_range,1.116085410118103e-05
HZF16,소입로_온도_4_Zone_max,8.828445672988891e-06
HZF16,소입로_온도_2_Zone_max,8.037737011909485e-06
HZF16,솔트조_온도_1_Zone_min,5.063878297805786e-06
HZF16,솔트조_온도_2_Zone_std,4.0498897433280945e-06
HZF16,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZF16,세정기_std,2.0983535051345824e-06
HZF16,건조로_온도_2_Zone_max,1.221221685409546e-06
HZF16,솔트조_온도_1_Zone_mean,8.024404942989349e-07
HZF17,소입로_온도_1_Zone_mean,1.6325918436050415e-05
HZF17,소입로_온도_4_Zone_range,1.1228809356689453e-05
HZF17,소입로_온도_2_Zone_max,6.276262998580933e-06
HZF17,솔트조_온도_1_Zone_min,5.626532435417175e-06
HZF17,솔트조_온도_2_Zone_std,5.08186936378479e-06
HZF17,세정기_std,3.893754482269287e-06
HZF17,건조로_온도_2_Zone_max,3.1199848651885985e-06
HZF17,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZF17,솔트조_온도_1_Zone_mean,2.0814073085784912e-06
HZF17,소입로_온도_4_Zone_max,1.6880759596824645e-06
HZG01,소입로_온도_4_Zone_max,1.23172926902771e-05
HZG01,소입로_온도_4_Zone_range,1.116085410118103e-05
HZG01,소입로_온도_1_Zone_mean,1.0920289754867554e-05
HZG01,소입로_온도_2_Zone_max,8.573586344718934e-06
HZG01,솔트조_온도_2_Zone_std,7.767922282218933e-06
HZG01,세정기_std,7.123792171478271e-06
HZG01,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZG01,솔트조_온도_1_Zone_min,1.65690079331398e-06
HZG01,건조로_온도_2_Zone_max,1.221221685409546e-06
HZG01,솔트조_온도_1_Zone_mean,8.024404942989349e-07
HZG02,건조로_온도_2_Zone_max,1.2479939460754394e-05
HZG02,소입로_온도_1_Zone_mean,1.1349877119064331e-05
HZG02,세정기_std,1.0568760633468628e-05
HZG02,소입로_온도_2_Zone_max,8.573586344718934e-06
HZG02,솔트조_온도_2_Zone_std,8.526169061660766e-06
HZG02,소입로_온도_4_Zone_range,8.14973533153534e-06
HZG02,소입로_온도_4_Zone_max,4.115034937858582e-06
HZG02,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZG02,솔트조_온도_1_Zone_min,2.1167272329330446e-06
HZG02,솔트조_온도_1_Zone_mean,8.592285960912705e-07
HZG03,소입로_온도_1_Zone_mean,1.2788045406341552e-05
HZG03,소입로_온도_4_Zone_max,1.23172926902771e-05
HZG03,소입로_온도_2_Zone_max,8.573586344718934e-06
HZG03,솔트조_온도_2_Zone_std,6.790691614151001e-06
HZG03,건조로_온도_2_Zone_max,4.884887337684631e-06
HZG03,소입로_온도_4_Zone_range,4.746114015579224e-06
HZG03,솔트조_온도_1_Zone_min,4.06865268945694e-06
HZG03,세정기_std,2.624554932117462e-06
HZG03,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZG03,솔트조_온도_1_Zone_mean,4.938095062971115e-07
HZG05,소입로_온도_1_Zone_mean,1.3658978939056396e-05
HZG05,세정기_std,1.0568760633468628e-05
HZG05,소입로_온도_4_Zone_max,8.828445672988891e-06
HZG05,건조로_온도_2_Zone_max,4.884887337684631e-06
HZG05,소입로_온도_4_Zone_range,4.746114015579224e-06
HZG05,소입로_온도_2_Zone_max,3.4285029768943788e-06
HZG05,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZG05,솔트조_온도_1_Zone_min,2.1167272329330446e-06
HZG05,솔트조_온도_2_Zone_std,1.4602231979370118e-06
HZG05,솔트조_온도_1_Zone_mean,4.938095062971115e-07
HZG15,소입로_온도_1_Zone_mean,1.3828240633010864e-05
HZG15,소입로_온도_2_Zone_max,1.0493232011795045e-05
HZG15,건조로_온도_2_Zone_max,8.568967580795288e-06
HZG15,소입로_온도_4_Zone_range,7.675678133964539e-06
HZG15,세정기_std,7.123792171478271e-06
HZG15,솔트조_온도_1_Zone_mean,2.5776857137680053e-06
HZG15,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZG15,솔트조_온도_2_Zone_std,2.052471935749054e-06
HZG15,솔트조_온도_1_Zone_min,1.65690079331398e-06
HZG15,소입로_온도_4_Zone_max,1.0223627090454102e-07
HZG16,소입로_온도_4_Zone_max,1.23172926902771e-05
HZG16,소입로_온도_1_Zone_mean,1.0920289754867554e-05
HZG16,소입로_온도_2_Zone_max,8.573586344718934e-06
HZG16,솔트조_온도_2_Zone_std,7.767922282218933e-06
HZG16,세정기_std,7.123792171478271e-06
HZG16,건조로_온도_2_Zone_max,4.884887337684631e-06
HZG16,소입로_온도_4_Zone_range,4.746114015579224e-06
HZG16,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZG16,솔트조_온도_1_Zone_min,1.65690079331398e-06
HZG16,솔트조_온도_1_Zone_mean,4.938095062971115e-07
HZG17,건조로_온도_2_Zone_max,1.2479939460754394e-05
HZG17,소입로_온도_2_Zone_max,1.1192779541015625e-05
HZG17,소입로_온도_1_Zone_mean,1.1112523078918456e-05
HZG17,소입로_온도_4_Zone_range,8.14973533153534e-06
HZG17,솔트조_온도_2_Zone_std,7.767922282218933e-06
HZG17,세정기_std,7.123792171478271e-06
HZG17,솔트_컨베이어_온도_2_Zone_std,2.5359714031219483e-06
HZG17,소입로_온도_4_Zone_max,1.6880759596824645e-06
HZG17,솔트조_온도_1_Zone_min,1.65690079331398e-06
HZG17,솔트조_온도_1_Zone_mean,8.592285960912705e-07
