LOT_NO,feature,mean_abs_shap
HZA06,소입로_온도_3_Zone_mean,2.610793113708496e-05
HZA06,소입로_온도_4_Zone_max,2.0886449813842772e-05
HZA06,건조로_온도_2_Zone_range,2.0733962059020996e-05
HZA06,소입로_온도_4_Zone_min,1.9710015058517454e-05
HZA06,소입로_온도_3_Zone_min,1.962423801422119e-05
HZA06,소입로_온도_4_Zone_range,1.8950191736221314e-05
HZA06,소입로_온도_1_Zone_max,1.3260105848312378e-05
HZA06,세정기_std,1.1712954044342041e-05
HZA06,솔트조_온도_1_Zone_mean,1.0151740312576294e-05
HZA07,소입로_온도_1_Zone_std,4.1076369285583494e-05
HZA07,소입로_온도_4_Zone_mean,3.758663177490234e-05
HZA07,소입로_온도_4_Zone_max,2.0930094718933107e-05
HZA07,소입로_온도_4_Zone_min,2.049409627914429e-05
HZA07,소입로_CP_값_max,2.02315092086792e-05
HZA07,소입로_온도_3_Zone_mean,1.9810773134231567e-05
HZA07,건조로_온도_2_Zone_range,1.8258742094039915e-05
HZA07,건조로_온도_1_Zone_std,1.407643437385559e-05
HZA07,소입로_온도_4_Zone_range,1.3226422071456908e-05
HZA07,솔트조_온도_2_Zone_std,1.0490775108337402e-05
HZA08,소입로_온도_4_Zone_mean,0.00028154125213623047
HZA08,건조로_온도_1_Zone_max,9.139849662780761e-05
HZA08,소입로_온도_2_Zone_mean,3.6551547050476075e-05
HZA08,솔트조_온도_1_Zone_std,3.0768611431121825e-05
HZA08,소입로_온도_4_Zone_max,2.0449874401092528e-05
HZA08,소입로_온도_4_Zone_min,1.9962414503097535e-05
HZA08,소입로_온도_3_Zone_mean,1.8612488508224487e-05
HZA08,건조로_온도_2_Zone_range,1.5341490507125854e-05
HZA08,소입로_온도_4_Zone_range,1.4874728918075562e-05
HZA08,건조로_온도_1_Zone_mean,1.411120891571045e-05
HZA09,소입로_온도_1_Zone_std,3.5274817943572995e-05
HZA09,소입로_온도_4_Zone_mean,2.963721513748169e-05
HZA09,건조로_온도_2_Zone_range,2.5330588817596436e-05
HZA09,소입로_온도_4_Zone_max,2.4395022392272948e-05
HZA09,솔트조_온도_1_Zone_mean,2.2863085269927977e-05
HZA09,소입로_온도_3_Zone_mean,2.1329991817474367e-05
HZA09,소입로_온도_4_Zone_min,1.7795610427856444e-05
HZA09,소입로_온도_4_Zone_range,1.7021338939666747e-05
HZA09,솔트조_온도_2_Zone_std,1.098102331161499e-05
HZA09,솔트조_온도_1_Zone_std,9.81037974357605e-06
HZA10,솔트_컨베이어_온도_2_Zone_std,3.84809684753418e-05
HZA10,솔트조_온도_1_Zone_mean,3.193767309188843e-05
HZA10,건조로_온도_2_Zone_mean,2.9778831005096436e-05
HZA10,솔트조_온도_1_Zone_std,2.7912702560424804e-05
HZA10,소입로_온도_4_Zone_mean,2.3260986804962157e-05
HZA10,소입로_온도_4_Zone_min,2.3231680393218995e-05
HZA10,소입로_온도_4_Zone_max,1.752128005027771e-05
HZA10,건조로_온도_2_Zone_range,1.6843498945236206e-05
HZA10,소입로_온도_3_Zone_mean,1.471181035041809e-05
HZA10,솔트조_온도_2_Zone_std,1.4648603200912475e-05
HZA11,소입로_온도_1_Zone_std,3.94394850730896e-05
HZA11,소입로_온도_3_Zone_mean,3.180256128311157e-05
HZA11,소입로_온도_4_Zone_mean,3.146813154220581e-05
HZA11,솔트조_온도_1_Zone_mean,3.0894806385040284e-05
HZA11,건조로_온도_2_Zone_range,2.567089557647705e-05
HZA11,솔트조_온도_1_Zone_std,2.480764627456665e-05
HZA11,소입로_온도_4_Zone_min,2.2309916019439696e-05
HZA11,소입로_온도_4_Zone_range,1.8308018445968628e-05
HZA11,소입로_온도_4_Zone_max,1.7311525344848634e-05
HZA11,솔트조_온도_2_Zone_std,9.291324615478516e-06
HZA14,소입로_온도_1_Zone_std,4.116232395172119e-05
HZA14,솔트조_온도_1_Zone_std,3.4676733016967774e-05
HZA14,소입로_온도_3_Zone_mean,3.3569915294647214e-05
HZA14,소입로_온도_4_Zone_mean,2.9608557224273683e-05
HZA14,솔트조_온도_1_Zone_mean,2.7036337852478026e-05
HZA14,건조로_온도_2_Zone_range,2.6401286125183107e-05
HZA14,소입로_온도_4_Zone_min,2.32384991645813e-05
HZA14,소입로_온도_4_Zone_range,2.2129864692687987e-05
HZA14,소입로_온도_4_Zone_max,1.5083327293395996e-05
HZA14,솔트조_온도_2_Zone_std,1.1066023111343384e-05
HZB02,솔트_컨베이어_온도_2_Zone_std,4.652862071990967e-05
HZB02,소입로_온도_4_Zone_mean,2.1691086292266846e-05
HZB02,건조로_온도_2_Zone_range,2.0802161693573e-05
HZB02,소입로_온도_3_Zone_min,2.0419073104858398e-05
HZB02,소입로_온도_4_Zone_min,1.9998258352279664e-05
HZB02,소입로_온도_3_Zone_mean,1.8709113597869873e-05
HZB02,소입로_온도_4_Zone_range,1.3672136068344116e-05
HZB02,솔트조_온도_2_Zone_range,1.347178339958191e-05
HZB02,솔트조_온도_1_Zone_mean,1.205129861831665e-05
HZB02,소입로_온도_4_Zone_max,1.1248338222503662e-05
HZB03,소입로_온도_4_Zone_mean,0.00018161556243896486
HZB03,건조로_온도_1_Zone_mean,2.4720232486724852e-05
HZB03,소입로_온도_3_Zone_mean,2.3765642642974853e-05
HZB03,솔트_컨베이어_온도_2_Zone_std,2.2303614616394044e-05
HZB03,솔트조_온도_1_Zone_std,2.1120634078979492e-05
HZB03,건조로_온도_1_Zone_min,1.8280935287475585e-05
HZB03,건조로_온도_1_Zone_max,1.7436158657073973e-05
HZB03,소입로_온도_4_Zone_range,1.6951063871383667e-05
HZB03,건조로_온도_2_Zone_range,1.625057101249695e-05
HZB03,솔트조_온도_2_Zone_std,1.5803472995758057e-05
HZB04,건조로_온도_2_Zone_range,0.0001573913097381592
HZB04,소입로_온도_1_Zone_std,3.9627237319946286e-05
HZB04,솔트_컨베이어_온도_2_Zone_std,3.324277400970459e-05
HZB04,건조로_온도_1_Zone_std,2.4140808582305908e-05
HZB04,소입로_온도_4_Zone_mean,2.014191389083862e-05
HZB04,소입로_온도_3_Zone_mean,1.673757314682007e-05
HZB04,소입로_온도_4_Zone_max,1.4896233081817626e-05
HZB04,소입로_온도_4_Zone_min,1.420756697654724e-05
HZB04,솔트조_온도_1_Zone_std,1.1788220405578613e-05
HZB04,솔트_컨베이어_온도_1_Zone_std,8.544611930847169e-06
HZB05,솔트_컨베이어_온도_2_Zone_std,6.700659275054932e-05
HZB05,소입로_CP_값_mean,6.192966461181641e-05
HZB05,건조로_온도_1_Zone_min,5.202275276184082e-05
HZB05,건조로_온도_2_Zone_mean,4.316181182861328e-05
HZB05,소입로_온도_4_Zone_mean,2.8427577018737794e-05
HZB05,솔트조_온도_1_Zone_min,2.1377787590026856e-05
HZB05,건조로_온도_1_Zone_mean,1.8494342565536497e-05
HZB05,소입로_온도_3_Zone_mean,1.7236673831939698e-05
HZB05,소입로_온도_4_Zone_min,1.6937673091888426e-05
HZB05,솔트조_온도_1_Zone_mean,1.4597740173339843e-05
HZB08,소입로_온도_4_Zone_mean,3.538294792175293e-05
HZB08,건조로_온도_2_Zone_range,2.115757703781128e-05
HZB08,소입로_온도_4_Zone_min,2.0193607807159425e-05
HZB08,소입로_온도_3_Zone_mean,1.5817834138870238e-05
HZB08,소입로_온도_4_Zone_range,1.5563664436340332e-05
HZB08,솔트조_온도_2_Zone_range,1.3591467142105103e-05
HZB08,솔트_컨베이어_온도_1_Zone_std,1.2604557275772095e-05
HZB08,소입로_온도_4_Zone_max,1.1344406604766846e-05
HZB08,건조로_온도_1_Zone_max,1.0574637651443482e-05
HZB08,솔트조_온도_1_Zone_mean,9.098949432373048e-06
HZB09,건조로_온도_2_Zone_range,0.00010176184654235839
HZB09,소입로_온도_4_Zone_mean,2.0580365657806398e-05
HZB09,소입로_온도_4_Zone_min,1.941797733306885e-05
HZB09,소입로_온도_3_Zone_mean,1.8540469408035278e-05
HZB09,건조로_온도_2_Zone_max,1.4215646982192993e-05
HZB09,소입로_온도_1_Zone_max,1.311346173286438e-05
HZB09,건조로_온도_1_Zone_std,1.2496672868728638e-05
HZB09,소입로_온도_4_Zone_max,1.1343940496444702e-05
HZB09,소입로_CP_값_std,1.0029793977737427e-05
HZB09,소입로_온도_3_Zone_min,9.1354900598526e-06
HZB10,건조로_온도_2_Zone_mean,3.176274538040161e-05
HZB10,소입로_온도_4_Zone_mean,2.613345146179199e-05
HZB10,솔트조_온도_1_Zone_std,2.4726898670196534e-05
HZB10,소입로_온도_4_Zone_max,2.1222620010375978e-05
HZB10,건조로_온도_2_Zone_range,2.0388660430908202e-05
HZB10,소입로_온도_4_Zone_min,1.9413182735443116e-05
HZB10,소입로_온도_3_Zone_mean,1.677456498146057e-05
HZB10,솔트조_온도_2_Zone_std,1.0426299571990967e-05
HZB10,소입로_온도_2_Zone_max,9.239587783813476e-06
HZB10,소입로_온도_4_Zone_range,8.408432602882385e-06
HZB11,소입로_온도_4_Zone_mean,3.717733144760132e-05
HZB11,소입로_온도_3_Zone_mean,1.955062508583069e-05
HZB11,소입로_온도_4_Zone_min,1.937458038330078e-05
HZB11,소입로_온도_4_Zone_max,1.128380298614502e-05
HZB11,건조로_온도_2_Zone_mean,1.1239086389541625e-05
HZB11,소입로_온도_4_Zone_range,1.0857939720153808e-05
HZB11,솔트조_온도_1_Zone_mean,9.3990820646286e-06
HZB11,소입로_온도_3_Zone_min,8.701420426368714e-06
HZB11,건조로_온도_2_Zone_max,8.647983074188232e-06
HZB11,건조로_온도_2_Zone_range,8.596513867378235e-06
HZC01,소입로_온도_3_Zone_mean,2.8177220821380615e-05
HZC01,솔트조_온도_1_Zone_std,2.53322172164917e-05
HZC01,소입로_온도_4_Zone_mean,2.5111801624298097e-05
HZC01,소입로_온도_4_Zone_min,2.1363911628723145e-05
HZC01,건조로_온도_2_Zone_range,2.1045453548431396e-05
HZC01,소입로_온도_4_Zone_max,2.0560877323150634e-05
HZC01,소입로_온도_4_Zone_range,1.6130863428115846e-05
HZC01,솔트조_온도_1_Zone_min,1.595319628715515e-05
HZC01,솔트조_온도_1_Zone_mean,9.605576395988465e-06
HZC01,솔트조_온도_2_Zone_std,8.694290518760682e-06
HZC02,소입로_온도_3_Zone_mean,0.000935328369140625
HZC02,소입로_온도_4_Zone_mean,0.00021076234817504882
HZC02,건조로_온도_1_Zone_max,8.241455078125e-05
HZC02,건조로_온도_2_Zone_range,7.50676965713501e-05
HZC02,소입로_CP_값_mean,2.3226451873779298e-05
HZC02,소입로_온도_4_Zone_std,1.3868871927261353e-05
HZC02,소입로_온도_1_Zone_max,9.526191353797912e-06
HZC02,건조로_온도_1_Zone_mean,8.605133891105652e-06
HZC02,소입로_온도_3_Zone_min,7.44108498096466e-06
HZC02,소입로_온도_3_Zone_max,7.0935797691345215e-06
HZC03,소입로_온도_4_Zone_min,0.00012787158012390136
HZC03,건조로_온도_1_Zone_mean,7.497954368591309e-05
HZC03,소입로_온도_4_Zone_range,3.691746234893799e-05
HZC03,솔트_컨베이어_온도_2_Zone_mean,3.207727432250977e-05
HZC03,소입로_온도_3_Zone_mean,2.9850993156433104e-05
HZC03,건조로_온도_1_Zone_std,2.0842509269714356e-05
HZC03,소입로_온도_4_Zone_mean,2.060025215148926e-05
HZC03,소입로_온도_1_Zone_std,1.845763087272644e-05
HZC03,솔트조_온도_1_Zone_std,1.772341847419739e-05
HZC03,소입로_온도_4_Zone_max,1.3967770338058472e-05
HZC04,소입로_온도_4_Zone_mean,2.8015193939208983e-05
HZC04,건조로_온도_2_Zone_range,2.676152467727661e-05
HZC04,소입로_온도_3_Zone_min,2.655427932739258e-05
HZC04,솔트조_온도_1_Zone_std,2.5195136070251466e-05
HZC04,솔트조_온도_1_Zone_mean,2.3514678478240965e-05
HZC04,소입로_온도_3_Zone_mean,2.1358301639556883e-05
HZC04,소입로_온도_4_Zone_range,1.7571061849594116e-05
HZC04,소입로_온도_4_Zone_max,8.62400710582733e-06
HZC04,건조로_온도_2_Zone_mean,8.619906306266785e-06
HZC04,소입로_온도_4_Zone_min,8.577080965042114e-06
HZC05,소입로_온도_4_Zone_mean,3.786910057067871e-05
HZC05,소입로_온도_3_Zone_mean,2.2123591899871826e-05
HZC05,소입로_온도_4_Zone_min,1.7738702297210694e-05
HZC05,소입로_온도_1_Zone_max,1.297666072845459e-05
HZC05,건조로_온도_1_Zone_max,1.0904996395111084e-05
HZC05,소입로_온도_4_Zone_max,1.0867711305618286e-05
HZC05,솔트조_온도_1_Zone_mean,1.012905478477478e-05
HZC05,소입로_CP_값_std,9.657605290412902e-06
HZC05,소입로_온도_4_Zone_range,9.218878746032716e-06
HZC05,건조로_온도_2_Zone_range,8.994198441505431e-06
HZC06,소입로_온도_3_Zone_mean,2.7840523719787597e-05
HZC06,솔트조_온도_1_Zone_std,2.6662051677703857e-05
HZC06,소입로_온도_3_Zone_min,2.5558679103851317e-05
HZC06,소입로_온도_4_Zone_mean,2.3026151657104494e-05
HZC06,건조로_온도_2_Zone_range,2.1886425018310548e-05
HZC06,소입로_온도_4_Zone_min,1.9002095460891723e-05
HZC06,소입로_온도_4_Zone_range,1.5736886262893677e-05
HZC06,소입로_온도_4_Zone_max,1.137143611907959e-05
HZC06,건조로_온도_2_Zone_max,9.013444781303405e-06
HZC06,솔트조_온도_1_Zone_mean,8.03934931755066e-06
HZC07,소입로_CP_값_mean,2.749248743057251e-05
HZC07,소입로_온도_4_Zone_mean,2.6687917709350587e-05
HZC07,소입로_온도_3_Zone_min,2.4382891654968262e-05
HZC07,소입로_온도_4_Zone_min,1.8808966875076293e-05
HZC07,소입로_온도_3_Zone_mean,1.672042727470398e-05
HZC07,건조로_온도_2_Zone_range,1.5841623544692994e-05
HZC07,소입로_온도_4_Zone_range,1.323436737060547e-05
HZC07,건조로_온도_2_Zone_max,1.0343010425567626e-05
HZC07,소입로_온도_1_Zone_max,9.996564984321594e-06
HZC07,솔트조_온도_1_Zone_mean,9.916933178901673e-06
HZC08,건조로_온도_2_Zone_range,0.00020216798782348632
HZC08,건조로_온도_1_Zone_std,5.52836275100708e-05
HZC08,소입로_온도_3_Zone_mean,2.423922061920166e-05
HZC08,소입로_온도_4_Zone_mean,2.2753934860229492e-05
HZC08,소입로_온도_1_Zone_std,1.830840587615967e-05
HZC08,소입로_온도_4_Zone_min,1.660889506340027e-05
HZC08,소입로_온도_1_Zone_max,1.2736297845840454e-05
HZC08,건조로_온도_1_Zone_min,9.991223812103272e-06
HZC08,솔트_컨베이어_온도_2_Zone_std,8.115652203559876e-06
HZC08,건조로_온도_2_Zone_max,8.098449110984802e-06
HZC09,소입로_온도_4_Zone_mean,3.8632497787475586e-05
HZC09,소입로_온도_3_Zone_mean,2.5643341541290284e-05
HZC09,소입로_온도_3_Zone_min,2.4788448810577394e-05
HZC09,소입로_온도_4_Zone_min,1.968393087387085e-05
HZC09,소입로_온도_4_Zone_range,1.4804259538650512e-05
HZC09,솔트조_온도_2_Zone_std,1.226903796195984e-05
HZC09,소입로_온도_4_Zone_max,1.1362484693527222e-05
HZC09,소입로_온도_1_Zone_max,1.1344820261001586e-05
HZC09,솔트조_온도_1_Zone_mean,9.9800306558609e-06
HZC09,건조로_온도_2_Zone_range,9.293692708015442e-06
HZC11,소입로_온도_4_Zone_mean,2.6039540767669677e-05
HZC11,소입로_온도_3_Zone_min,2.545156478881836e-05
HZC11,소입로_온도_4_Zone_min,1.9674880504608154e-05
HZC11,소입로_온도_3_Zone_mean,1.859243631362915e-05
HZC11,소입로_온도_4_Zone_range,1.4170256853103638e-05
HZC11,솔트조_온도_2_Zone_std,1.2101157903671265e-05
HZC11,소입로_온도_4_Zone_max,1.1306809186935424e-05
HZC11,솔트_컨베이어_온도_2_Zone_std,1.0306507349014282e-05
HZC11,건조로_온도_2_Zone_range,8.720189332962036e-06
HZC11,소입로_온도_1_Zone_mean,8.367860317230224e-06
HZC12,소입로_온도_3_Zone_mean,0.0009752454376220703
HZC12,건조로_온도_1_Zone_mean,7.565058708190918e-05
HZC12,소입로_온도_4_Zone_mean,4.748529434204101e-05
HZC12,소입로_온도_4_Zone_range,2.414534568786621e-05
HZC12,건조로_온도_1_Zone_max,2.2664344310760498e-05
HZC12,솔트_컨베이어_온도_2_Zone_std,1.917593836784363e-05
HZC12,건조로_온도_2_Zone_mean,1.619130492210388e-05
HZC12,소입로_온도_1_Zone_mean,1.6184755563735963e-05
HZC12,건조로_온도_1_Zone_std,1.344927191734314e-05
HZC12,소입로_온도_4_Zone_max,9.444853067398071e-06
HZC14,소입로_온도_4_Zone_mean,3.733709335327148e-05
HZC14,소입로_온도_4_Zone_range,2.766977310180664e-05
HZC14,솔트_컨베이어_온도_2_Zone_mean,2.451045036315918e-05
HZC14,소입로_온도_3_Zone_mean,2.1784281730651856e-05
HZC14,소입로_온도_4_Zone_min,1.8891308307647705e-05
HZC14,소입로_CP_값_max,1.7469583749771118e-05
HZC14,소입로_온도_4_Zone_max,1.5051270723342895e-05
HZC14,건조로_온도_2_Zone_range,1.4530858993530274e-05
HZC14,솔트_컨베이어_온도_2_Zone_std,1.384417176246643e-05
HZC14,건조로_온도_1_Zone_std,1.2044281959533692e-05
HZC15,소입로_온도_4_Zone_mean,0.00027600360870361326
HZC15,건조로_온도_1_Zone_max,7.921463012695313e-05
HZC15,솔트_컨베이어_온도_2_Zone_mean,3.4907493591308596e-05
HZC15,소입로_온도_4_Zone_range,3.4180405139923096e-05
HZC15,소입로_온도_4_Zone_max,2.0778114795684816e-05
HZC15,솔트_컨베이어_온도_2_Zone_std,1.702798366546631e-05
HZC15,소입로_온도_4_Zone_min,1.4058293104171752e-05
HZC15,소입로_온도_3_Zone_mean,1.4001655578613282e-05
HZC15,솔트조_온도_2_Zone_range,1.3599666357040405e-05
HZC15,소입로_온도_3_Zone_min,9.155339598655701e-06
HZC16,소입로_온도_2_Zone_mean,5.151692867279053e-05
HZC16,소입로_온도_3_Zone_min,3.060995101928711e-05
HZC16,소입로_온도_4_Zone_mean,2.6754481792449952e-05
HZC16,소입로_온도_3_Zone_mean,2.2929198741912843e-05
HZC16,솔트_컨베이어_온도_2_Zone_mean,2.0928301811218263e-05
HZC16,소입로_온도_4_Zone_min,1.864414572715759e-05
HZC16,소입로_온도_4_Zone_max,1.4789626598358154e-05
HZC16,건조로_온도_1_Zone_std,1.1618262529373169e-05
HZC16,건조로_온도_2_Zone_range,1.1515095233917236e-05
HZC16,소입로_온도_1_Zone_mean,1.1008301973342895e-05
HZC17,소입로_온도_4_Zone_min,0.0002599315071105957
HZC17,소입로_온도_4_Zone_range,8.290358543395997e-05
HZC17,건조로_온도_1_Zone_mean,5.973954200744629e-05
HZC17,솔트_컨베이어_온도_2_Zone_mean,3.578134536743164e-05
HZC17,소입로_온도_3_Zone_mean,3.30060863494873e-05
HZC17,솔트조_온도_1_Zone_std,2.080646753311157e-05
HZC17,소입로_온도_1_Zone_mean,2.06990647315979e-05
HZC17,건조로_온도_2_Zone_max,2.0610156059265138e-05
HZC17,소입로_온도_4_Zone_mean,2.0221869945526124e-05
HZC17,솔트_컨베이어_온도_2_Zone_std,1.453369140625e-05
HZD01,솔트_컨베이어_온도_2_Zone_mean,3.528423547744751e-05
HZD01,소입로_온도_4_Zone_range,3.122529745101929e-05
HZD01,소입로_온도_4_Zone_mean,2.475186586380005e-05
HZD01,소입로_온도_3_Zone_mean,2.1172797679901122e-05
HZD01,소입로_CP_값_mean,1.816787600517273e-05
HZD01,건조로_온도_2_Zone_std,1.2126325368881225e-05
HZD01,건조로_온도_2_Zone_max,1.0101847648620606e-05
HZD01,건조로_온도_2_Zone_range,9.6277916431427e-06
HZD01,건조로_온도_2_Zone_mean,9.054718017578125e-06
HZD01,소입로_온도_1_Zone_mean,8.61106812953949e-06
HZD02,소입로_온도_4_Zone_mean,0.0002184230422973633
HZD02,소입로_온도_4_Zone_range,7.132697582244873e-05
HZD02,솔트_컨베이어_온도_2_Zone_mean,3.1540007591247556e-05
HZD02,건조로_온도_1_Zone_mean,2.830537796020508e-05
HZD02,소입로_온도_4_Zone_max,2.139726161956787e-05
HZD02,소입로_온도_3_Zone_mean,2.1118912696838378e-05
HZD02,건조로_온도_1_Zone_max,2.0138604640960692e-05
HZD02,건조로_온도_1_Zone_min,1.657655119895935e-05
HZD02,소입로_온도_4_Zone_min,1.4268741607666015e-05
HZD02,건조로_온도_1_Zone_std,1.1157348155975343e-05
HZD03,건조로_온도_2_Zone_mean,4.173464298248291e-05
HZD03,소입로_온도_4_Zone_mean,3.9081199169158936e-05
HZD03,솔트조_온도_1_Zone_mean,3.0005016326904297e-05
HZD03,소입로_온도_3_Zone_mean,1.9858217239379882e-05
HZD03,소입로_온도_4_Zone_max,1.4639867544174194e-05
HZD03,소입로_온도_4_Zone_range,1.3384866714477539e-05
HZD03,소입로_온도_1_Zone_max,1.230021595954895e-05
HZD03,건조로_온도_2_Zone_range,1.0811187028884888e-05
HZD03,솔트조_온도_2_Zone_std,1.040074348449707e-05
HZD03,소입로_온도_3_Zone_min,8.432984352111816e-06
HZD04,소입로_온도_4_Zone_mean,0.0002529294204711914
HZD04,건조로_온도_2_Zone_mean,4.046982765197754e-05
HZD04,건조로_온도_1_Zone_mean,3.0336523056030274e-05
HZD04,소입로_온도_3_Zone_mean,2.4360849857330323e-05
HZD04,솔트조_온도_2_Zone_std,1.595428705215454e-05
HZD04,소입로_온도_4_Zone_min,1.5143140554428101e-05
HZD04,소입로_CP_값_min,1.2239876985549926e-05
HZD04,소입로_온도_4_Zone_range,1.1695878505706787e-05
HZD04,건조로_온도_1_Zone_max,1.1652956008911134e-05
HZD04,소입로_온도_1_Zone_mean,1.0487911701202393e-05
HZD05,소입로_온도_4_Zone_min,0.00019879156112670898
HZD05,건조로_온도_2_Zone_range,0.00011830947875976562
HZD05,솔트_컨베이어_온도_2_Zone_mean,3.875458240509033e-05
HZD05,건조로_온도_1_Zone_mean,3.055872917175293e-05
HZD05,건조로_온도_1_Zone_std,2.503410816192627e-05
HZD05,소입로_온도_4_Zone_range,2.2835631370544433e-05
HZD05,소입로_CP_값_mean,1.938628673553467e-05
HZD05,소입로_온도_4_Zone_mean,1.7038217782974243e-05
HZD05,솔트조_온도_1_Zone_mean,1.6878187656402587e-05
HZD05,소입로_온도_2_Zone_max,1.3687355518341064e-05
HZD06,소입로_온도_4_Zone_min,0.0001736492347717285
HZD06,소입로_온도_4_Zone_mean,0.00017162515640258789
HZD06,소입로_온도_4_Zone_range,8.026743888854981e-05
HZD06,건조로_온도_1_Zone_mean,5.060916423797607e-05
HZD06,솔트_컨베이어_온도_2_Zone_mean,3.8426671028137205e-05
HZD06,소입로_CP_값_mean,2.1023592948913573e-05
HZD06,소입로_온도_3_Zone_mean,1.65000057220459e-05
HZD06,소입로_온도_2_Zone_max,1.4396936893463134e-05
HZD06,건조로_온도_1_Zone_std,1.0183740854263305e-05
HZD06,건조로_온도_1_Zone_max,9.522209763526916e-06
HZD07,솔트_컨베이어_온도_2_Zone_std,4.589508056640625e-05
HZD07,건조로_온도_2_Zone_mean,4.2998743057250974e-05
HZD07,소입로_온도_1_Zone_mean,2.4118089675903322e-05
HZD07,소입로_온도_4_Zone_mean,2.1433043479919433e-05
HZD07,소입로_온도_4_Zone_min,1.7248775959014892e-05
HZD07,솔트조_온도_2_Zone_std,1.6166177988052367e-05
HZD07,소입로_온도_3_Zone_mean,1.6144723892211914e-05
HZD07,소입로_온도_4_Zone_max,1.4674148559570313e-05
HZD07,소입로_온도_1_Zone_max,1.1767882108688354e-05
HZD07,솔트조_온도_1_Zone_mean,1.1417646408081055e-05
HZD08,소입로_온도_4_Zone_mean,3.570221424102783e-05
HZD08,소입로_온도_4_Zone_min,2.0033211708068847e-05
HZD08,소입로_온도_1_Zone_mean,1.8921571969985962e-05
HZD08,소입로_온도_3_Zone_mean,1.720917582511902e-05
HZD08,소입로_온도_1_Zone_max,1.2125768661499024e-05
HZD08,솔트조_온도_1_Zone_mean,1.1598900556564331e-05
HZD08,솔트조_온도_1_Zone_min,1.157429575920105e-05
HZD08,솔트조_온도_2_Zone_std,1.1210699081420898e-05
HZD08,소입로_온도_4_Zone_range,1.0165743827819823e-05
HZD08,소입로_온도_1_Zone_std,8.962135910987854e-06
HZD09,소입로_온도_3_Zone_mean,3.053490161895752e-05
HZD09,소입로_온도_3_Zone_min,3.0157885551452635e-05
HZD09,소입로_온도_4_Zone_mean,2.6112451553344727e-05
HZD09,소입로_온도_4_Zone_range,1.6983400583267213e-05
HZD09,솔트조_온도_1_Zone_mean,1.1878516674041749e-05
HZD09,건조로_온도_2_Zone_std,1.1503136157989502e-05
HZD09,소입로_온도_4_Zone_min,1.1210068464279174e-05
HZD09,솔트조_온도_2_Zone_std,1.1154148578643799e-05
HZD09,소입로_온도_4_Zone_max,1.0582815408706666e-05
HZD09,소입로_온도_1_Zone_mean,8.959896564483643e-06
HZD10,소입로_온도_3_Zone_mean,0.0009705616760253906
HZD10,소입로_온도_4_Zone_mean,0.0002520376396179199
HZD10,건조로_온도_1_Zone_max,8.51108169555664e-05
